name,token_id,Full Chapter,Short Chapter,color
I05 Rheumatic mitral valve diseases,503,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I06 Rheumatic aortic valve diseases,504,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I07 Rheumatic tricuspid valve diseases,505,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I08 Multiple valve diseases,506,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I09 Other rheumatic heart diseases,507,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I10 Essential primary hypertension,508,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I11 Hypertensive heart disease,509,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I12 Hypertensive renal disease,510,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I13 Hypertensive heart and renal disease,511,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I15 Secondary hypertension,512,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I20 Angina pectoris,513,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I21 Acute myocardial infarction,514,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I22 Subsequent myocardial infarction,515,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I23 Certain current complications following acute myocardial infarction,516,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I24 Other acute ischaemic heart diseases,517,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I25 Chronic ischaemic heart disease,518,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I26 Pulmonary embolism,519,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I27 Other pulmonary heart diseases,520,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I28 Other diseases of pulmonary vessels,521,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I30 Acute pericarditis,522,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I31 Other diseases of pericardium,523,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I32 Pericarditis in diseases classified elsewhere,524,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I33 Acute and subacute endocarditis,525,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I34 Nonrheumatic mitral valve disorders,526,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I35 Nonrheumatic aortic valve disorders,527,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I36 Nonrheumatic tricuspid valve disorders,528,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I37 Pulmonary valve disorders,529,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I38 Endocarditis, valve unspecified",530,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I39 Endocarditis and heart valve disorders in diseases classified elsewhere,531,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I40 Acute myocarditis,532,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I41 Myocarditis in diseases classified elsewhere,533,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I42 Cardiomyopathy,534,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I43 Cardiomyopathy in diseases classified elsewhere,535,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I44 Atrioventricular and left bundle-branch block,536,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I45 Other conduction disorders,537,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I46 Cardiac arrest,538,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I47 Paroxysmal tachycardia,539,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I48 Atrial fibrillation and flutter,540,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I49 Other cardiac arrhythmias,541,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I50 Heart failure,542,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I51 Complications and ill-defined descriptions of heart disease,543,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I52 Other heart disorders in diseases classified elsewhere,544,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I60 Subarachnoid haemorrhage,545,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I61 Intracerebral haemorrhage,546,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I62 Other nontraumatic intracranial haemorrhage,547,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I63 Cerebral infarction,548,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I64 Stroke, not specified as haemorrhage or infarction",549,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",550,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I66 Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",551,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I67 Other cerebrovascular diseases,552,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I68 Cerebrovascular disorders in diseases classified elsewhere,553,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I69 Sequelae of cerebrovascular disease,554,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I70 Atherosclerosis,555,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I71 Aortic aneurysm and dissection,556,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I72 Other aneurysm,557,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I73 Other peripheral vascular diseases,558,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I74 Arterial embolism and thrombosis,559,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I77 Other disorders of arteries and arterioles,560,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I78 Diseases of capillaries,561,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",562,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I80 Phlebitis and thrombophlebitis,563,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I81 Portal vein thrombosis,564,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I82 Other venous embolism and thrombosis,565,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I83 Varicose veins of lower extremities,566,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I84 Haemorrhoids,567,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I85 Oesophageal varices,568,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I86 Varicose veins of other sites,569,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I87 Other disorders of veins,570,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I88 Nonspecific lymphadenitis,571,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I89 Other non-infective disorders of lymphatic vessels and lymph nodes,572,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I95 Hypotension,573,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
"I97 Postprocedural disorders of circulatory system, not elsewhere classified",574,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I98 Other disorders of circulatory system in diseases classified elsewhere,575,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
I99 Other and unspecified disorders of circulatory system,576,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728
J00 Acute nasopharyngitis [common cold],577,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J01 Acute sinusitis,578,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J02 Acute pharyngitis,579,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J03 Acute tonsillitis,580,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J04 Acute laryngitis and tracheitis,581,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J05 Acute obstructive laryngitis [croup] and epiglottitis,582,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J06 Acute upper respiratory infections of multiple and unspecified sites,583,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J09 Influenza due to certain identified influenza virus,584,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J10 Influenza due to identified influenza virus,585,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J11 Influenza, virus not identified",586,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J12 Viral pneumonia, not elsewhere classified",587,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J13 Pneumonia due to streptococcus pneumoniae,588,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J14 Pneumonia due to haemophilus influenzae,589,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J15 Bacterial pneumonia, not elsewhere classified",590,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J16 Pneumonia due to other infectious organisms, not elsewhere classified",591,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J17 Pneumonia in diseases classified elsewhere,592,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J18 Pneumonia, organism unspecified",593,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J20 Acute bronchitis,594,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J21 Acute bronchiolitis,595,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J22 Unspecified acute lower respiratory infection,596,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J30 Vasomotor and allergic rhinitis,597,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",598,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J32 Chronic sinusitis,599,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J33 Nasal polyp,600,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J34 Other disorders of nose and nasal sinuses,601,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J35 Chronic diseases of tonsils and adenoids,602,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J36 Peritonsillar abscess,603,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J37 Chronic laryngitis and laryngotracheitis,604,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J38 Diseases of vocal cords and larynx, not elsewhere classified",605,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J39 Other diseases of upper respiratory tract,606,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J40 Bronchitis, not specified as acute or chronic",607,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J41 Simple and mucopurulent chronic bronchitis,608,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J42 Unspecified chronic bronchitis,609,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J43 Emphysema,610,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J44 Other chronic obstructive pulmonary disease,611,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J45 Asthma,612,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J46 Status asthmaticus,613,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J47 Bronchiectasis,614,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J60 Coalworker's pneumoconiosis,615,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J61 Pneumoconiosis due to asbestos and other mineral fibres,616,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J62 Pneumoconiosis due to dust containing silica,617,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J63 Pneumoconiosis due to other inorganic dusts,618,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J64 Unspecified pneumoconiosis,619,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J66 Airway disease due to specific organic dust,620,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J67 Hypersensitivity pneumonitis due to organic dust,621,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J68 Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",622,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J69 Pneumonitis due to solids and liquids,623,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J70 Respiratory conditions due to other external agents,624,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J80 Adult respiratory distress syndrome,625,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J81 Pulmonary oedema,626,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J82 Pulmonary eosinophilia, not elsewhere classified",627,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J84 Other interstitial pulmonary diseases,628,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J85 Abscess of lung and mediastinum,629,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J86 Pyothorax,630,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J90 Pleural effusion, not elsewhere classified",631,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J91 Pleural effusion in conditions classified elsewhere,632,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J92 Pleural plaque,633,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J93 Pneumothorax,634,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J94 Other pleural conditions,635,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J95 Postprocedural respiratory disorders, not elsewhere classified",636,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
"J96 Respiratory failure, not elsewhere classified",637,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J98 Other respiratory disorders,638,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
J99 Respiratory disorders in diseases classified elsewhere,639,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf
K00 Disorders of tooth development and eruption,640,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K01 Embedded and impacted teeth,641,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K02 Dental caries,642,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K03 Other diseases of hard tissues of teeth,643,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K04 Diseases of pulp and periapical tissues,644,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K05 Gingivitis and periodontal diseases,645,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K06 Other disorders of gingiva and edentulous alveolar ridge,646,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K07 Dentofacial anomalies [including malocclusion],647,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K08 Other disorders of teeth and supporting structures,648,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K09 Cysts of oral region, not elsewhere classified",649,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K10 Other diseases of jaws,650,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K11 Diseases of salivary glands,651,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K12 Stomatitis and related lesions,652,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K13 Other diseases of lip and oral mucosa,653,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K14 Diseases of tongue,654,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K20 Oesophagitis,655,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K21 Gastro-oesophageal reflux disease,656,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K22 Other diseases of oesophagus,657,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K23 Disorders of oesophagus in diseases classified elsewhere,658,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K25 Gastric ulcer,659,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K26 Duodenal ulcer,660,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K27 Peptic ulcer, site unspecified",661,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K28 Gastrojejunal ulcer,662,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K29 Gastritis and duodenitis,663,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K30 Dyspepsia,664,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K31 Other diseases of stomach and duodenum,665,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K35 Acute appendicitis,666,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K36 Other appendicitis,667,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K37 Unspecified appendicitis,668,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K38 Other diseases of appendix,669,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K40 Inguinal hernia,670,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K41 Femoral hernia,671,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K42 Umbilical hernia,672,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K43 Ventral hernia,673,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K44 Diaphragmatic hernia,674,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K45 Other abdominal hernia,675,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K46 Unspecified abdominal hernia,676,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K50 Crohn's disease [regional enteritis],677,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K51 Ulcerative colitis,678,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K52 Other non-infective gastro-enteritis and colitis,679,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K55 Vascular disorders of intestine,680,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K56 Paralytic ileus and intestinal obstruction without hernia,681,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K57 Diverticular disease of intestine,682,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K58 Irritable bowel syndrome,683,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K59 Other functional intestinal disorders,684,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K60 Fissure and fistula of anal and rectal regions,685,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K61 Abscess of anal and rectal regions,686,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K62 Other diseases of anus and rectum,687,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K63 Other diseases of intestine,688,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K64 Haemorrhoids and perianal venous thrombosis,689,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K65 Peritonitis,690,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K66 Other disorders of peritoneum,691,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K67 Disorders of peritoneum in infectious diseases classified elsewhere,692,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K70 Alcoholic liver disease,693,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K71 Toxic liver disease,694,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K72 Hepatic failure, not elsewhere classified",695,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K73 Chronic hepatitis, not elsewhere classified",696,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K74 Fibrosis and cirrhosis of liver,697,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K75 Other inflammatory liver diseases,698,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K76 Other diseases of liver,699,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K77 Liver disorders in diseases classified elsewhere,700,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K80 Cholelithiasis,701,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K81 Cholecystitis,702,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K82 Other diseases of gallbladder,703,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K83 Other diseases of biliary tract,704,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K85 Acute pancreatitis,705,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K86 Other diseases of pancreas,706,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K87 Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",707,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K90 Intestinal malabsorption,708,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
"K91 Postprocedural disorders of digestive system, not elsewhere classified",709,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K92 Other diseases of digestive system,710,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
K93 Disorders of other digestive organs in diseases classified elsewhere,711,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b
L00 Staphylococcal scalded skin syndrome,712,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L01 Impetigo,713,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
"L02 Cutaneous abscess, furuncle and carbuncle",714,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L03 Cellulitis,715,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L04 Acute lymphadenitis,716,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L05 Pilonidal cyst,717,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L08 Other local infections of skin and subcutaneous tissue,718,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L10 Pemphigus,719,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L11 Other acantholytic disorders,720,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L12 Pemphigoid,721,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L13 Other bullous disorders,722,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L14 Bullous disorders in diseases classified elsewhere,723,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L20 Atopic dermatitis,724,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L21 Seborrhoeic dermatitis,725,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L22 Diaper [napkin] dermatitis,726,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L23 Allergic contact dermatitis,727,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L24 Irritant contact dermatitis,728,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L25 Unspecified contact dermatitis,729,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L26 Exfoliative dermatitis,730,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L27 Dermatitis due to substances taken internally,731,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L28 Lichen simplex chronicus and prurigo,732,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L29 Pruritus,733,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L30 Other dermatitis,734,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L40 Psoriasis,735,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L41 Parapsoriasis,736,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L42 Pityriasis rosea,737,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L43 Lichen planus,738,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L44 Other papulosquamous disorders,739,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L50 Urticaria,740,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L51 Erythema multiforme,741,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L52 Erythema nodosum,742,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L53 Other erythematous conditions,743,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L54 Erythema in diseases classified elsewhere,744,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L55 Sunburn,745,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L56 Other acute skin changes due to ultraviolet radiation,746,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L57 Skin changes due to chronic exposure to nonionising radiation,747,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L58 Radiodermatitis,748,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L59 Other disorders of skin and subcutaneous tissue related to radiation,749,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L60 Nail disorders,750,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L62 Nail disorders in diseases classified elsewhere,751,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L63 Alopecia areata,752,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L64 Androgenic alopecia,753,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L65 Other nonscarring hair loss,754,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L66 Cicatricial alopecia [scarring hair loss],755,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L67 Hair colour and hair shaft abnormalities,756,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L68 Hypertrichosis,757,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L70 Acne,758,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L71 Rosacea,759,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L72 Follicular cysts of skin and subcutaneous tissue,760,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L73 Other follicular disorders,761,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L74 Eccrine sweat disorders,762,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L75 Apocrine sweat disorders,763,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L80 Vitiligo,764,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L81 Other disorders of pigmentation,765,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L82 Seborrhoeic keratosis,766,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L83 Acanthosis nigricans,767,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
L84 Corns and callosities,768,XII. Diseases of the skin and subcutaneous tissue,XII. Skin Diseases,#c49c94
